Date Submitted,Date of Sighting,City,ST,Short Description
7/26/2018,7/26/2018,Oceanside, CA,{cak} Reflective ball moving very fast and was gone in seconds
7/26/2018,7/25/2018,Springville , CA,{cak} Looked like a star like object coming towards me as I layed on my hammock
7/25/2018,7/23/2018,orinda, CA,{cak] a white/silvery orb/oval bright ball slightly bouncing/hovering in air then gone
7/25/2018,7/25/2018,TAFT, CA,{cak} spotted what appeared to be a shooting star or fire work. it burst into a big fireball and changed direction.
7/24/2018,7/22/2018,Palm Desert, CA,{cak} Flat bottomed disc that emitted l light.
7/23/2018,7/22/2018,Union City, CA,{cak} Static triangle of stars observed by amateur astronomer and MUFON trained FI
7/23/2018,7/22/2018,clovis, CA,{cak} big and blouugy
7/23/2018,7/21/2018,Chico, CA,"{cak} I was looking at the night sky and stars. In an instant, I viewed a group of disc shaped objects flying in formation."
7/22/2018,7/22/2018,commerce, CA,"{cak} was watching for meteor shower and saw 2 stars appear to move. they crossed paths and faded. then one star started moving, followed it from N to E"
7/21/2018,7/21/2018,palm springs, CA,"A girlfriend and i saw this object, change colors, shape..every now and then beams would come from it as well"
7/20/2018,7/19/2018,Pioneer , CA,"{td} While visiting my friends in Pioneer, CA I saw a cigar shaped ufo in the sky ."
7/19/2018,7/18/2018,Hanford, CA,"{td} Second time seeing a sequence of red flashing lights. The appeared to be in a line or a semi circle. I saw them at the same time of day both times, this time my huband and daughter saw them as well. The lights are faint and flash at different times."
7/18/2018,7/18/2018,San Marcos , CA,"{td} Object moved like a plane then stopped mid air, looked like a Star with slow reflections"
7/18/2018,7/13/2018,Lakeside, CA,"{td} It came from ground and hovered making everything around smell odd, the waft it sent smelled like smoke."
7/17/2018,7/2/2018,Gustine, CA,{td} Noticed a triangular stealth like craft that appeared to be moving the skin and was semi invisible made a whir sound
7/17/2018,7/16/2018,Los Angeles, CA,{td} Walking my dog look at the skyline of downtown next to our biggest skyscraper a red Sphere glowing about 100 ft above the skyscraper this Sphere started to decent down
7/17/2018,7/16/2018,Camarillo , CA,{td} Saw bright glowing orange/red sphere hover over small mountain july 16th about 5am to 5:30am
7/17/2018,7/17/2018,Canyon Country, CA,{td} Noticed two starlike objects moving SW to NE overhead at night in staggered formation then turn and align in tandem formation after shooting what appeared to be a missile.
7/16/2018,7/13/2018,Sierra Vista/ Chowchilla, CA,"{td} triangle shaped aircraft, made no sound and flew within 30 feet above car, 3 bright lights on base and moved slow then fast"
7/14/2018,7/14/2018,PICO RIVERA, CA,"{jpg} Brilliant deep red orb (not Mars!, and 3x its size) observed in night sky"
7/13/2018,7/12/2018,Lake elsinore , CA,{jpg} Stable lights of white color in straight in straight line a little bit below is another line of red lights
7/13/2018,7/12/2018,Springville, CA,"{jpg} At around 10AM I heard a very unusual amount of fighter jets, then when it went on for so long I went out to film. I filmed military jets chasing orbs and other unknown objects. Then a blast or burst of light that seemed to come from a large object"
7/13/2018,7/12/2018,Fresno, CA,{jpg} I have a very brief phone vid of it. It look like something on fire flying.
7/13/2018,7/12/2018,Chula Vista, CA,"{jpg} It did move, but very slowly. We took out our telescope to trying and focus on it, but it wouldn’t stop."
7/11/2018,7/9/2018,Beaumont, CA,{jpg} One glowing orb that exploded the loght off itself and then the metal dim orb was left. And one huge think back in the distance looking like the millennium falcon. The orb waa bigger than a house or and the ship must have been a small sky scrapper
7/11/2018,7/10/2018,Yucca Valley, CA,"{jpg} Heard a loud hum and loud jet engine from inside the house, went outside to investigate and saw a craft, very dimly lit with blue lights flying approximately 400 mph, with a jet plane following directly behind it possibly 100 ft. on a straight path."
7/10/2018,7/9/2018,CA, US,{jpg} Glowing flame colored object that looked like a star exploded.
7/9/2018,7/4/2018,Los Angeles, CA,{jpg} Four hovering objects in the sky
7/5/2018,7/4/2018,Tustin, CA,"{dr}red to green light hovering for 3 minutes disappeared then re-appeared twice, last time three objects"
7/5/2018,7/4/2018,San Francisio, CA,{dr}star like object came from right hovered and returned right during fireworks
7/3/2018,7/3/2018,Forest falls, CA,{dr}Hiking in Forest Falls CA took selfie with moon in the background and got this image next to moon.
7/1/2018,7/1/2018,North Hollywood, CA,{dr}2 silver UFOs over North Hollywood
12/25/2018,8/29/2018,Jamul, CA,{tjd} A craft twice the size of an aircraft carrier came across the mexican border into san diego and stopped for 18 minute
9/11/2018,8/4/2018,San Luis Obispo , CA,{cak} Bright white and red hovering ufo with jittery movements. Watched it for 45 minutes.
9/11/2018,8/9/2018,San Diego, CA,{cak} large white object with a black object pointed up on the left side
9/4/2018,8/23/2018,Del mar, CA,{jpg} Something flies into storm and blows up then comes back then shoot out the object going the other way
9/2/2018,8/31/2018,Wilmington , CA,{jpg} At high speeds maybe 1300 mph crossed in space
8/30/2018,8/29/2018,Keyes, CA,{td} Bright object in the West
8/29/2018,8/29/2018,Prunedale, CA,{td} I was driving when suddendly a green light emerged with typical ufo shape object hovering Changed directions zig zag in sky in a matter of seconds bending all light around it left trail of green light
8/28/2018,8/28/2018,Bermuda Dunes, CA,{td} Light in sky went SE then made U-Turn and went Ne
8/26/2018,8/25/2018,Santa Rosa , CA,{td} Camera captured flying orbs and two classic flying saucer-like lights inside my apartment.
8/24/2018,8/16/2018,Bermuda Dunes, CA,{rjl} I Was going south East & was approx 1 block from house. It was exactly 6pm because I glanced at iphone. There were clouds in sky and color was white. I Noticed a bank of clouds approx 10-15 miles away. observed two objects coming from cloud
8/24/2018,8/21/2018,Fallbrook, CA,{rjl} We witnessed this golden orb like light hovering above a hillside. It pulsated and the light grew bigger and then smaller. It moved around in various directions no sound heard like when a plane or helicopter is in the air. It then disappeared.
8/21/2018,8/13/2018,Aqua Dulce, CA,{rjl} 3 brighter than star-like orbs form triangular formation then leave in different directions then disappear
8/19/2018,8/18/2018,Orangevale, CA,{rjl} 4 red/orange orbs observed in the western sky moving in a NW direction.
8/17/2018,8/12/2018,Trinidad, CA,"{cak} Saw light on horizon surge right, left, left again, then up into sky."
8/15/2018,8/14/2018,San Diego, CA,{cak} Typical Triangle Sighting - Frequently Visible in the Same Area at about the same Time
8/12/2018,8/11/2018,Eureka, CA,{cak} two lights moving along sky left to right NE to E with variation in flight path and with variation in distance from one another
8/12/2018,8/11/2018,Cedarpines Park, CA,"{cak} Laying outside on Deck looking at the stars I saw UFO Directly above my head in the sky, I watched this object that was a little brighter than the star from left to right, up and down in straight lines in circles in a square and drop you like a leaf"
8/11/2018,8/10/2018,Anaheim, CA,"{jpg} The UFO was above me with muted flashing red and blue rectangle lights, it flew slowly, made circles, then ascended straight up until I could no longer see the lights."
8/9/2018,8/7/2018,Apple Valley, CA,{jpg} Witness a triangular shaped UFO the size of a Football stadium hovering above the mountains east of my house
8/9/2018,8/6/2018,Irvine, CA,"{jpg} Two very bright lights, pulsating alternately, with a short white beam issuing downward"
8/6/2018,8/6/2018,Murrieta , CA,"{jpg} Saw odd object, possible triangle shape, hovering on a path , zero sound, came back around a second time then continued toward a path behind trees"
8/6/2018,8/4/2018,Walnut, CA,{jpg} UFO Sighting with bright orange red flames passing by
8/6/2018,8/4/2018,Walnut, CA,{jpg} Odd UFO flying and shifting in unconventional patterns flying over SGV.
8/5/2018,8/2/2018,Aptos, CA,"{jpg} White blinking object emitting brilliant white beam, high in sky, early morning"
8/4/2018,8/3/2018,Concord, CA,{rjl} White orb appeared out of strange cloud formation and hovered about 49 feet then disappeared.
11/2/2018,9/21/2018,Ventura, CA,{tjd} I was at a public school event and noticed a bright white orb in the sky
10/21/2018,9/20/2018,Rio Nido, CA,{cak} Orb flung at me by possible alien around 4 feet tall
10/20/2018,9/9/2018,Claremont, CA,"{rjl} Filming airplane then something enters (faint) moving down, reverses directions moving up (faint) reverses again moving down (now bright) nearly touches plane."
10/20/2018,9/9/2018,Claremont, CA,"{rjl} Sept 9, 1:00 AM was filming plane, Object Appeared And ascended out of camera view, then descended again instantly back into camera view"
10/9/2018,9/30/2018,Salinas, CA,{tjd} Strange Cloud Formation over Laguna Seca during race
10/7/2018,9/18/2018,Mission Viejo, CA,"{tjd} Two objects in the sky. One triangular lights, another white blue lights in sky above it."
10/3/2018,9/28/2018,Ocotillo Wells, CA,{jpg} Dark Object hovering and another one moving very fast with a slight directional change
10/3/2018,9/9/2018,Claremont, CA,{jpg} Filming airplane then dot of light enters camera and descends near vertically.
9/26/2018,9/9/2018,CA, US,"{dr}In these images, thing flying along should not be changing direction suddenly. Look for curved line."
9/25/2018,9/24/2018,San Bernardino , CA,{dr}Observed white cigar object hovering above mountains in San Bernardino then vanish in midair.
9/25/2018,9/24/2018,Simi Valley, CA,{dr}Two star like objects that we’re together they go to brighter and both disappeared together
9/21/2018,9/19/2018,ONTARIO, CA,{rjl} COORDINATED LIGHTS MOVING AND HOVERING IN ONTARIO NEIGHBORHOOD. STOPPED CAR THEN RECORDED VIDEO. OTHER WITNESSES PRESENT.
9/21/2018,9/20/2018,Oakland East Bay, CA,{rjl} In the southern sky over Oakland East Bay CA toward San Jose I saw what appeared to be an orange object a path then change of direction.
9/21/2018,9/19/2018,Vacaville, CA,{rjl} Two red orbs follower me from my car port to my front door aprox.15 ft.saw reflection in window I turned and chanced them back to car port noticed orbs moved independently then disapered
9/20/2018,9/20/2018,Rancho Cordova , CA,"{rjl} Clearly not helicopter, jet or blimp. No wings nor anything protruding from craft. Quiet and no trail"
9/19/2018,9/18/2018,Camarillo, CA,{rjl} Outside with my mother and child and saw two hovering objects
9/17/2018,9/17/2018,San jose, CA,{rjl} Telepathy. Followes. Ordered. Sound.
9/17/2018,9/16/2018,CA, US,{rjl} Was outside watering then it appears in the sky seen this thing before not sure what it is ran inside to get a flashlight and pointed towards it and it slowed and dropped something from the bottom.
9/16/2018,9/16/2018,angels camp, CA,Bright light appeared out of nowhere while sun was going down
9/16/2018,9/16/2018,kearny mesa college, CA,falling angel
9/16/2018,9/15/2018,san bernandino, CA,"Strange glowing orb like clouds seen above mountains in San Bernandino, ca area."
9/16/2018,9/16/2018,Kensington, CA,"I saw a row of bright white lights, possibly six in a row, descending until they were obscured by trees. The width of the lights was much wider than any aircraft and there is no airport in this area."
9/15/2018,9/12/2018,CA, US,"{cak}My mom filme this, we wish remain anonymous.It appears something was launched before dawn 9/12 possibly out of Nevada. My mom caught sight of the weird trail in the sky and thought she’d film it. She’s ended up catching two different videos with ufos"
9/14/2018,9/13/2018,Stockton, CA,"{cak} It was all colors fast changing, then it turned blue , blue like a police car light. Then it changed back"
9/12/2018,9/10/2018,Anderson, CA,{cak} 2 floating horizontal bars with seperate distinct lights that changed as they moved
9/11/2018,9/9/2018,Riverside, CA,{cak} Were swimming in pool with family in middle of the day.suddenly we started seeing white orbs flying across the sky it was striking me and my kids witnessed at same time .different color orbs mostly white look like stars in middle of day.
9/10/2018,9/10/2018,Oakland, CA,{cak} Begining of MNF Raiders/Rams game. See object fly past gold colored building right side of screen. Originates from upper parking area
9/9/2018,9/8/2018,San diego, CA,{cak} Backyard with wife. She noticed 3 star like lights in the sky in formation and hovering in place. She was able to show me the lights and then we both watched them for over 15 minutes. They stayed in formation and moved slowly to the south and some w
9/8/2018,9/8/2018,Westwood, CA,{jpg} Daily Sighting....not a WeatherBalloon...better equip req'd
9/7/2018,9/7/2018,Los angeles, CA,"{jpg} Large costellation type grouping , changing into smaller groupings and moving from south to north at one point I counted 18 individual objects"
9/7/2018,9/2/2018,Yuba City, CA,{jpg} Big and silver.
9/5/2018,9/3/2018,Oakland, CA,"{jpg} I was in a commercial airliner we had just about hit cruising altitude when I saw a silver, reflective, bullet shaped object a little ways below us with no wings going much faster then our plane and traveling in a straight line almost parallel to us"
9/4/2018,9/2/2018,Cardiff State Beach, CA,{jpg} The photo was taken image wasn't seen at first the cloud in the background behind the kids
9/3/2018,9/2/2018,Brentwood, CA,{jpg} Circling and zigzagging light. Same brightness as space station
